,Gene_0,Gene_1,Gene_2,Gene_3,Gene_4,Gene_5,Gene_6,Gene_7,Gene_8,Gene_9,Gene_10,Gene_11,Gene_12,Gene_13,Gene_14,Gene_15,Gene_16,Gene_17,Gene_18,Gene_19
127,951.0,4.0,40.0,1.0,2.0,12.0,34.0,975.0,0.0,0.0,235.0,10.0,0.0,0.0,0.0,229.0,6.0,1.0,726.0,26.0
128,950.0,4.0,36.0,1.0,1.0,11.0,34.0,984.0,0.0,0.0,235.0,9.0,0.0,0.0,0.0,237.0,6.0,1.0,720.0,24.0
129,949.0,4.0,35.0,1.0,1.0,11.0,34.0,998.0,0.0,0.0,238.0,8.0,0.0,0.0,0.0,227.0,5.0,1.0,698.0,25.0
130,932.0,3.0,34.0,1.0,1.0,11.0,37.0,1003.0,0.0,0.0,233.0,9.0,0.0,0.0,0.0,224.0,4.0,1.0,703.0,27.0
131,922.0,3.0,33.0,1.0,1.0,10.0,38.0,1023.0,0.0,0.0,234.0,8.0,0.0,0.0,0.0,224.0,4.0,1.0,723.0,29.0
132,908.0,2.0,32.0,0.0,1.0,10.0,36.0,1001.0,0.0,0.0,238.0,7.0,0.0,0.0,0.0,222.0,4.0,1.0,720.0,31.0
133,917.0,2.0,30.0,0.0,1.0,8.0,35.0,1021.0,0.0,0.0,243.0,8.0,0.0,0.0,0.0,230.0,3.0,1.0,707.0,37.0
134,922.0,2.0,28.0,0.0,1.0,8.0,34.0,1010.0,0.0,0.0,247.0,8.0,0.0,0.0,0.0,243.0,2.0,1.0,707.0,34.0
135,917.0,2.0,26.0,0.0,0.0,8.0,33.0,1007.0,0.0,0.0,246.0,8.0,0.0,0.0,0.0,242.0,2.0,1.0,705.0,36.0
136,918.0,2.0,22.0,0.0,0.0,8.0,36.0,1018.0,0.0,0.0,260.0,6.0,0.0,0.0,0.0,249.0,2.0,1.0,708.0,36.0
137,917.0,2.0,22.0,0.0,0.0,7.0,33.0,1033.0,0.0,0.0,273.0,7.0,0.0,0.0,0.0,251.0,2.0,1.0,708.0,36.0
138,909.0,2.0,22.0,0.0,0.0,5.0,35.0,1013.0,0.0,0.0,287.0,7.0,0.0,0.0,0.0,257.0,2.0,1.0,695.0,33.0
139,906.0,2.0,21.0,0.0,0.0,4.0,35.0,1008.0,0.0,0.0,289.0,6.0,0.0,0.0,0.0,259.0,2.0,1.0,688.0,40.0
140,902.0,2.0,20.0,0.0,0.0,4.0,35.0,1018.0,0.0,0.0,298.0,5.0,0.0,0.0,0.0,259.0,2.0,1.0,661.0,42.0
141,912.0,2.0,18.0,0.0,0.0,4.0,34.0,1008.0,0.0,0.0,302.0,5.0,0.0,0.0,0.0,283.0,2.0,1.0,670.0,41.0
142,931.0,2.0,18.0,0.0,0.0,4.0,32.0,1007.0,0.0,0.0,320.0,5.0,0.0,0.0,0.0,291.0,2.0,1.0,657.0,39.0
143,916.0,2.0,18.0,0.0,0.0,4.0,34.0,1024.0,0.0,0.0,339.0,3.0,0.0,0.0,0.0,298.0,2.0,1.0,659.0,40.0
144,946.0,2.0,16.0,0.0,0.0,3.0,27.0,1025.0,0.0,0.0,359.0,4.0,0.0,0.0,0.0,304.0,2.0,1.0,666.0,38.0
